run,method,rows,batch,fork,iteration,time_ms,allocation_bytes,gc_count
destination-repeat,columnarSingleThreadedAppender,10000000,8192,1,6,48.386375,520007040.0,0.0
destination-repeat,columnarSingleThreadedAppender,10000000,8192,1,7,47.609375,520007040.0,0.0
destination-repeat,columnarSingleThreadedAppender,10000000,8192,1,8,44.297417,520007040.0,0.0
destination-repeat,columnarSingleThreadedAppender,10000000,8192,1,9,52.221666,520007040.0,0.0
destination-repeat,columnarSingleThreadedAppender,10000000,8192,1,10,49.980458,520010296.0,0.0
destination-repeat,columnarSingleThreadedAppender,10000000,8192,2,1,48.324834,520007040.0,0.0
destination-repeat,columnarSingleThreadedAppender,10000000,8192,2,2,47.45925,520007040.0,0.0
destination-repeat,columnarSingleThreadedAppender,10000000,8192,2,3,57.548417,520007040.0,0.0
destination-repeat,columnarSingleThreadedAppender,10000000,8192,2,4,35.347334,520007040.0,0.0
destination-repeat,columnarSingleThreadedAppender,10000000,8192,2,5,46.778791,520007040.0,0.0
destination-repeat,columnarSingleThreadedAppender,10000000,8192,2,6,48.896292,520007040.0,0.0
destination-repeat,columnarSingleThreadedAppender,10000000,8192,2,7,50.251958,520007040.0,0.0
destination-repeat,columnarSingleThreadedAppender,10000000,8192,2,8,51.8385,520007040.0,0.0
destination-repeat,columnarSingleThreadedAppender,10000000,8192,2,9,63.282042,520007040.0,0.0
destination-repeat,columnarSingleThreadedAppender,10000000,8192,2,10,41.217375,520010296.0,0.0
destination-repeat,columnarSingleThreadedAppender,10000000,8192,3,1,46.459292,520007040.0,0.0
destination-repeat,columnarSingleThreadedAppender,10000000,8192,3,2,60.633667,520007040.0,0.0
destination-repeat,columnarSingleThreadedAppender,10000000,8192,3,3,51.413,520007040.0,0.0
destination-repeat,columnarSingleThreadedAppender,10000000,8192,3,4,54.440708,520007040.0,0.0
destination-repeat,columnarSingleThreadedAppender,10000000,8192,3,5,48.423375,520007040.0,0.0
destination-repeat,columnarSingleThreadedAppender,10000000,8192,3,6,41.622167,520007040.0,0.0
destination-repeat,columnarSingleThreadedAppender,10000000,8192,3,7,51.374542,520007040.0,0.0
destination-repeat,columnarSingleThreadedAppender,10000000,8192,3,8,47.821958,520007040.0,0.0
destination-repeat,columnarSingleThreadedAppender,10000000,8192,3,9,46.866917,520007040.0,0.0
destination-repeat,columnarSingleThreadedAppender,10000000,8192,3,10,50.082791,520010296.0,0.0
destination-repeat,columnarSingleThreadedAppender,10000000,1000000,1,1,30.446166,520007040.0,0.0
destination-repeat,columnarSingleThreadedAppender,10000000,1000000,1,2,93.660542,520007040.0,0.0
destination-repeat,columnarSingleThreadedAppender,10000000,1000000,1,3,52.167209,520007040.0,0.0
destination-repeat,columnarSingleThreadedAppender,10000000,1000000,1,4,48.59975,520007040.0,0.0
destination-repeat,columnarSingleThreadedAppender,10000000,1000000,1,5,47.872958,520007040.0,0.0
destination-repeat,columnarSingleThreadedAppender,10000000,1000000,1,6,51.950084,520007040.0,0.0
destination-repeat,columnarSingleThreadedAppender,10000000,1000000,1,7,40.836625,520007040.0,0.0
destination-repeat,columnarSingleThreadedAppender,10000000,1000000,1,8,37.0475,520007040.0,0.0
destination-repeat,columnarSingleThreadedAppender,10000000,1000000,1,9,54.186542,520007040.0,0.0
destination-repeat,columnarSingleThreadedAppender,10000000,1000000,1,10,49.248416,520010296.0,0.0
destination-repeat,columnarSingleThreadedAppender,10000000,1000000,2,1,62.051875,520007040.0,0.0
destination-repeat,columnarSingleThreadedAppender,10000000,1000000,2,2,51.012208,520007040.0,0.0
destination-repeat,columnarSingleThreadedAppender,10000000,1000000,2,3,49.754708,520007040.0,0.0
destination-repeat,columnarSingleThreadedAppender,10000000,1000000,2,4,53.407,520007040.0,0.0
destination-repeat,columnarSingleThreadedAppender,10000000,1000000,2,5,50.689292,520007040.0,0.0
destination-repeat,columnarSingleThreadedAppender,10000000,1000000,2,6,52.294333,520007040.0,0.0
destination-repeat,columnarSingleThreadedAppender,10000000,1000000,2,7,54.501208,520007040.0,0.0
destination-repeat,columnarSingleThreadedAppender,10000000,1000000,2,8,50.085625,520007040.0,0.0
destination-repeat,columnarSingleThreadedAppender,10000000,1000000,2,9,53.966334,520007040.0,0.0
destination-repeat,columnarSingleThreadedAppender,10000000,1000000,2,10,53.003958,520010296.0,0.0
destination-repeat,columnarSingleThreadedAppender,10000000,1000000,3,1,55.918166,520007040.0,0.0
destination-repeat,columnarSingleThreadedAppender,10000000,1000000,3,2,58.18475,520007040.0,0.0
destination-repeat,columnarSingleThreadedAppender,10000000,1000000,3,3,55.790333,520007040.0,0.0
destination-repeat,columnarSingleThreadedAppender,10000000,1000000,3,4,38.607667,520007040.0,0.0
destination-repeat,columnarSingleThreadedAppender,10000000,1000000,3,5,48.342416,520007040.0,0.0
destination-repeat,columnarSingleThreadedAppender,10000000,1000000,3,6,51.577834,520007040.0,0.0
destination-repeat,columnarSingleThreadedAppender,10000000,1000000,3,7,38.792083,520007040.0,0.0
destination-repeat,columnarSingleThreadedAppender,10000000,1000000,3,8,51.63475,520007040.0,0.0
destination-repeat,columnarSingleThreadedAppender,10000000,1000000,3,9,90.443208,520007040.0,0.0
destination-repeat,columnarSingleThreadedAppender,10000000,1000000,3,10,48.294708,520010296.0,0.0
hardwood,hardwoodToArrayList,100000,1000000,1,1,21.578375,484598368.0,0.0
hardwood,hardwoodToArrayList,100000,1000000,1,2,22.514,484788088.0,0.0
hardwood,hardwoodToArrayList,100000,1000000,1,3,21.85475,484471768.0,0.0
hardwood,hardwoodToArrayList,100000,1000000,1,4,18.613125,484621472.0,0.0
hardwood,hardwoodToArrayList,100000,1000000,1,5,21.51575,484881288.0,0.0
hardwood,hardwoodToArrayList,100000,1000000,1,6,19.363708,484583688.0,0.0
hardwood,hardwoodToArrayList,100000,1000000,1,7,20.585542,484633336.0,0.0
hardwood,hardwoodToArrayList,100000,1000000,1,8,20.49175,484746672.0,0.0
hardwood,hardwoodToArrayList,100000,1000000,1,9,19.517167,484633536.0,0.0
hardwood,hardwoodToArrayList,100000,1000000,1,10,19.887958,484724096.0,0.0
hardwood,hardwoodToArrayList,100000,1000000,2,1,21.7585,484745360.0,0.0
hardwood,hardwoodToArrayList,100000,1000000,2,2,21.818084,484586920.0,0.0
hardwood,hardwoodToArrayList,100000,1000000,2,3,23.492791,484591216.0,0.0
hardwood,hardwoodToArrayList,100000,1000000,2,4,21.988542,484626840.0,0.0
hardwood,hardwoodToArrayList,100000,1000000,2,5,9.711583,484634584.0,0.0
hardwood,hardwoodToArrayList,100000,1000000,2,6,21.980333,484785864.0,0.0
hardwood,hardwoodToArrayList,100000,1000000,2,7,22.054916,484745080.0,0.0
hardwood,hardwoodToArrayList,100000,1000000,2,8,13.090291,484830592.0,0.0
hardwood,hardwoodToArrayList,100000,1000000,2,9,10.124875,484591432.0,0.0
hardwood,hardwoodToArrayList,100000,1000000,2,10,21.637,484627408.0,0.0
hardwood,hardwoodToArrayList,100000,1000000,3,1,8.959875,484595560.0,0.0
hardwood,hardwoodToArrayList,100000,1000000,3,2,21.833291,484705152.0,0.0
hardwood,hardwoodToArrayList,100000,1000000,3,3,17.97525,484789000.0,0.0
hardwood,hardwoodToArrayList,100000,1000000,3,4,10.264167,484928104.0,0.0
hardwood,hardwoodToArrayList,100000,1000000,3,5,20.180125,484780272.0,0.0
hardwood,hardwoodToArrayList,100000,1000000,3,6,14.575083,484907640.0,0.0
hardwood,hardwoodToArrayList,100000,1000000,3,7,17.170875,484624936.0,0.0
hardwood,hardwoodToArrayList,100000,1000000,3,8,15.586,484750328.0,0.0
hardwood,hardwoodToArrayList,100000,1000000,3,9,8.371625,484796296.0,0.0
hardwood,hardwoodToArrayList,100000,1000000,3,10,16.703625,484884416.0,0.0
hardwood,hardwoodToArrayList,10000000,1000000,1,1,711.225833,5301238528.0,2.0
hardwood,hardwoodToArrayList,10000000,1000000,1,2,864.962375,5301191824.0,2.0
hardwood,hardwoodToArrayList,10000000,1000000,1,3,748.769125,5301183448.0,2.0
hardwood,hardwoodToArrayList,10000000,1000000,1,4,942.1205,5301197640.0,2.0
hardwood,hardwoodToArrayList,10000000,1000000,1,5,846.965167,5301220384.0,2.0
hardwood,hardwoodToArrayList,10000000,1000000,1,6,726.851792,5301338032.0,2.0
hardwood,hardwoodToArrayList,10000000,1000000,1,7,773.398833,5301182824.0,2.0
hardwood,hardwoodToArrayList,10000000,1000000,1,8,849.912875,5301358104.0,2.0
hardwood,hardwoodToArrayList,10000000,1000000,1,9,1017.220667,5301125592.0,2.0
hardwood,hardwoodToArrayList,10000000,1000000,1,10,956.971666,5301430472.0,2.0
hardwood,hardwoodToArrayList,10000000,1000000,2,1,698.476791,5301262896.0,3.0
hardwood,hardwoodToArrayList,10000000,1000000,2,2,699.603708,5301180648.0,2.0
hardwood,hardwoodToArrayList,10000000,1000000,2,3,693.9585,5301178296.0,2.0
hardwood,hardwoodToArrayList,10000000,1000000,2,4,1018.205666,5301201984.0,2.0
hardwood,hardwoodToArrayList,10000000,1000000,2,5,788.813625,5301185248.0,3.0
hardwood,hardwoodToArrayList,10000000,1000000,2,6,792.736292,5301328176.0,2.0
hardwood,hardwoodToArrayList,10000000,1000000,2,7,773.481084,5301195680.0,2.0
hardwood,hardwoodToArrayList,10000000,1000000,2,8,774.733167,5301317744.0,2.0
hardwood,hardwoodToArrayList,10000000,1000000,2,9,721.240042,5301529232.0,2.0
hardwood,hardwoodToArrayList,10000000,1000000,2,10,652.841916,5301106792.0,2.0
hardwood,hardwoodToArrayList,10000000,1000000,3,1,710.58425,5301035952.0,4.0
hardwood,hardwoodToArrayList,10000000,1000000,3,2,588.133959,5301023224.0,3.0
hardwood,hardwoodToArrayList,10000000,1000000,3,3,891.210875,5301092840.0,4.0
hardwood,hardwoodToArrayList,10000000,1000000,3,4,648.8065,5301043544.0,4.0
hardwood,hardwoodToArrayList,10000000,1000000,3,5,635.430125,5301039152.0,4.0
hardwood,hardwoodToArrayList,10000000,1000000,3,6,634.661375,5301011784.0,4.0
hardwood,hardwoodToArrayList,10000000,1000000,3,7,667.133625,5301030984.0,4.0
hardwood,hardwoodToArrayList,10000000,1000000,3,8,696.190875,5301038472.0,4.0
hardwood,hardwoodToArrayList,10000000,1000000,3,9,678.359375,5300828216.0,4.0
hardwood,hardwoodToArrayList,10000000,1000000,3,10,624.613,5300828032.0,4.0
hardwood,hardwoodToColumnarBatch,100000,1000000,1,1,21.713916,482982648.0,0.0
hardwood,hardwoodToColumnarBatch,100000,1000000,1,2,13.855125,483375728.0,0.0
hardwood,hardwoodToColumnarBatch,100000,1000000,1,3,22.676042,483036080.0,0.0
hardwood,hardwoodToColumnarBatch,100000,1000000,1,4,21.257125,482948344.0,0.0
hardwood,hardwoodToColumnarBatch,100000,1000000,1,5,21.077208,483279696.0,0.0
hardwood,hardwoodToColumnarBatch,100000,1000000,1,6,17.866042,482983472.0,0.0
hardwood,hardwoodToColumnarBatch,100000,1000000,1,7,21.313292,483180512.0,0.0
hardwood,hardwoodToColumnarBatch,100000,1000000,1,8,22.797583,482984864.0,0.0
hardwood,hardwoodToColumnarBatch,100000,1000000,1,9,21.463667,483035376.0,0.0
hardwood,hardwoodToColumnarBatch,100000,1000000,1,10,20.565208,482987608.0,0.0
hardwood,hardwoodToColumnarBatch,100000,1000000,2,1,21.991125,483035648.0,0.0
hardwood,hardwoodToColumnarBatch,100000,1000000,2,2,11.217666,482954888.0,0.0
hardwood,hardwoodToColumnarBatch,100000,1000000,2,3,20.132709,482987128.0,0.0
hardwood,hardwoodToColumnarBatch,100000,1000000,2,4,19.587959,483142256.0,0.0
hardwood,hardwoodToColumnarBatch,100000,1000000,2,5,9.846792,483456288.0,0.0
hardwood,hardwoodToColumnarBatch,100000,1000000,2,6,19.494583,483144632.0,0.0
hardwood,hardwoodToColumnarBatch,100000,1000000,2,7,20.308375,482823712.0,0.0
hardwood,hardwoodToColumnarBatch,100000,1000000,2,8,10.903,483370344.0,0.0
hardwood,hardwoodToColumnarBatch,100000,1000000,2,9,20.640208,482990952.0,0.0
hardwood,hardwoodToColumnarBatch,100000,1000000,2,10,22.300833,483021920.0,0.0
hardwood,hardwoodToColumnarBatch,100000,1000000,3,1,22.67225,482862816.0,0.0
hardwood,hardwoodToColumnarBatch,100000,1000000,3,2,22.094917,482985512.0,0.0
hardwood,hardwoodToColumnarBatch,100000,1000000,3,3,14.468666,483026816.0,0.0
hardwood,hardwoodToColumnarBatch,100000,1000000,3,4,24.937459,482863568.0,0.0
hardwood,hardwoodToColumnarBatch,100000,1000000,3,5,14.0195,483067064.0,0.0
hardwood,hardwoodToColumnarBatch,100000,1000000,3,6,21.051458,482987184.0,0.0
hardwood,hardwoodToColumnarBatch,100000,1000000,3,7,20.68675,483144528.0,0.0
hardwood,hardwoodToColumnarBatch,100000,1000000,3,8,13.333083,483169632.0,0.0
hardwood,hardwoodToColumnarBatch,100000,1000000,3,9,20.453208,483022280.0,0.0
hardwood,hardwoodToColumnarBatch,100000,1000000,3,10,18.929292,483147704.0,0.0
hardwood,hardwoodToColumnarBatch,10000000,1000000,1,1,571.657917,5141233552.0,2.0
hardwood,hardwoodToColumnarBatch,10000000,1000000,1,2,509.065334,5141326056.0,2.0
hardwood,hardwoodToColumnarBatch,10000000,1000000,1,3,471.534417,5141050136.0,2.0
hardwood,hardwoodToColumnarBatch,10000000,1000000,1,4,503.531125,5141203928.0,3.0
hardwood,hardwoodToColumnarBatch,10000000,1000000,1,5,791.328583,5141189256.0,2.0
hardwood,hardwoodToColumnarBatch,10000000,1000000,1,6,573.343959,5141209520.0,2.0
hardwood,hardwoodToColumnarBatch,10000000,1000000,1,7,519.870792,5141213504.0,2.0
hardwood,hardwoodToColumnarBatch,10000000,1000000,1,8,540.311333,5141485992.0,2.0
hardwood,hardwoodToColumnarBatch,10000000,1000000,1,9,616.02075,5141139392.0,2.0
hardwood,hardwoodToColumnarBatch,10000000,1000000,1,10,578.2015,5141127352.0,2.0
hardwood,hardwoodToColumnarBatch,10000000,1000000,2,1,677.301959,5141284064.0,3.0
hardwood,hardwoodToColumnarBatch,10000000,1000000,2,2,585.603833,5141195328.0,3.0
hardwood,hardwoodToColumnarBatch,10000000,1000000,2,3,505.720208,5141212280.0,2.0
hardwood,hardwoodToColumnarBatch,10000000,1000000,2,4,484.250333,5141179776.0,2.0
hardwood,hardwoodToColumnarBatch,10000000,1000000,2,5,481.791917,5141219256.0,5.0
hardwood,hardwoodToColumnarBatch,10000000,1000000,2,6,494.077209,5141195376.0,4.0
hardwood,hardwoodToColumnarBatch,10000000,1000000,2,7,461.570916,5141203520.0,4.0
hardwood,hardwoodToColumnarBatch,10000000,1000000,2,8,479.988333,5141203168.0,4.0
hardwood,hardwoodToColumnarBatch,10000000,1000000,2,9,501.858292,5141134920.0,4.0
hardwood,hardwoodToColumnarBatch,10000000,1000000,2,10,479.31725,5141132552.0,4.0
hardwood,hardwoodToColumnarBatch,10000000,1000000,3,1,467.665875,5141279680.0,4.0
hardwood,hardwoodToColumnarBatch,10000000,1000000,3,2,513.834167,5141199768.0,4.0
hardwood,hardwoodToColumnarBatch,10000000,1000000,3,3,477.85325,5141192992.0,2.0
hardwood,hardwoodToColumnarBatch,10000000,1000000,3,4,511.590291,5141206168.0,2.0
hardwood,hardwoodToColumnarBatch,10000000,1000000,3,5,481.784375,5141198576.0,4.0
hardwood,hardwoodToColumnarBatch,10000000,1000000,3,6,475.0985,5141191104.0,4.0
hardwood,hardwoodToColumnarBatch,10000000,1000000,3,7,511.934625,5141225648.0,5.0
hardwood,hardwoodToColumnarBatch,10000000,1000000,3,8,527.96425,5141218136.0,4.0
hardwood,hardwoodToColumnarBatch,10000000,1000000,3,9,515.319917,5141154648.0,4.0
hardwood,hardwoodToColumnarBatch,10000000,1000000,3,10,601.132209,5141129048.0,2.0
hardwood,hardwoodToExecutorBackedColumnarBatch,100000,1000000,1,1,14.472041,482945376.0,0.0
hardwood,hardwoodToExecutorBackedColumnarBatch,100000,1000000,1,2,11.600917,483455408.0,0.0
hardwood,hardwoodToExecutorBackedColumnarBatch,100000,1000000,1,3,8.246125,483040016.0,0.0
hardwood,hardwoodToExecutorBackedColumnarBatch,100000,1000000,1,4,20.984042,483419704.0,0.0
hardwood,hardwoodToExecutorBackedColumnarBatch,100000,1000000,1,5,21.050125,483153448.0,0.0
hardwood,hardwoodToExecutorBackedColumnarBatch,100000,1000000,1,6,20.604417,483144736.0,0.0
hardwood,hardwoodToExecutorBackedColumnarBatch,100000,1000000,1,7,19.15875,482991392.0,0.0
hardwood,hardwoodToExecutorBackedColumnarBatch,100000,1000000,1,8,19.461208,483021960.0,0.0
hardwood,hardwoodToExecutorBackedColumnarBatch,100000,1000000,1,9,20.550084,483190664.0,0.0
hardwood,hardwoodToExecutorBackedColumnarBatch,100000,1000000,1,10,23.367959,482996568.0,0.0
hardwood,hardwoodToExecutorBackedColumnarBatch,100000,1000000,2,1,19.684375,483188248.0,0.0
hardwood,hardwoodToExecutorBackedColumnarBatch,100000,1000000,2,2,21.312375,483144488.0,0.0
hardwood,hardwoodToExecutorBackedColumnarBatch,100000,1000000,2,3,21.2495,483292664.0,0.0
hardwood,hardwoodToExecutorBackedColumnarBatch,100000,1000000,2,4,19.185709,483032672.0,0.0
hardwood,hardwoodToExecutorBackedColumnarBatch,100000,1000000,2,5,20.77425,483464384.0,0.0
hardwood,hardwoodToExecutorBackedColumnarBatch,100000,1000000,2,6,20.604833,483009416.0,0.0
hardwood,hardwoodToExecutorBackedColumnarBatch,100000,1000000,2,7,19.549875,483290432.0,0.0
hardwood,hardwoodToExecutorBackedColumnarBatch,100000,1000000,2,8,19.470708,482987976.0,0.0
hardwood,hardwoodToExecutorBackedColumnarBatch,100000,1000000,2,9,18.904625,482985576.0,0.0
hardwood,hardwoodToExecutorBackedColumnarBatch,100000,1000000,2,10,18.23675,483156496.0,0.0
hardwood,hardwoodToExecutorBackedColumnarBatch,100000,1000000,3,1,11.810292,483183328.0,0.0
hardwood,hardwoodToExecutorBackedColumnarBatch,100000,1000000,3,2,22.322833,482989192.0,0.0
hardwood,hardwoodToExecutorBackedColumnarBatch,100000,1000000,3,3,19.386541,482985192.0,0.0
hardwood,hardwoodToExecutorBackedColumnarBatch,100000,1000000,3,4,13.533541,483054184.0,0.0
hardwood,hardwoodToExecutorBackedColumnarBatch,100000,1000000,3,5,22.543541,483187232.0,0.0
hardwood,hardwoodToExecutorBackedColumnarBatch,100000,1000000,3,6,22.203292,482994816.0,0.0
hardwood,hardwoodToExecutorBackedColumnarBatch,100000,1000000,3,7,22.362958,483306480.0,0.0
hardwood,hardwoodToExecutorBackedColumnarBatch,100000,1000000,3,8,20.782625,483026448.0,0.0
hardwood,hardwoodToExecutorBackedColumnarBatch,100000,1000000,3,9,18.317125,483286280.0,0.0
hardwood,hardwoodToExecutorBackedColumnarBatch,100000,1000000,3,10,8.585708,482992224.0,0.0
hardwood,hardwoodToExecutorBackedColumnarBatch,10000000,1000000,1,1,514.562541,5141229592.0,2.0
hardwood,hardwoodToExecutorBackedColumnarBatch,10000000,1000000,1,2,480.4775,5141330432.0,2.0
hardwood,hardwoodToExecutorBackedColumnarBatch,10000000,1000000,1,3,482.128667,5141198440.0,2.0
hardwood,hardwoodToExecutorBackedColumnarBatch,10000000,1000000,1,4,538.92725,5141183784.0,2.0
hardwood,hardwoodToExecutorBackedColumnarBatch,10000000,1000000,1,5,797.835458,5141228072.0,3.0
hardwood,hardwoodToExecutorBackedColumnarBatch,10000000,1000000,1,6,486.733834,5141215536.0,3.0
hardwood,hardwoodToExecutorBackedColumnarBatch,10000000,1000000,1,7,525.469417,5141212512.0,2.0
hardwood,hardwoodToExecutorBackedColumnarBatch,10000000,1000000,1,8,506.529542,5141362088.0,3.0
hardwood,hardwoodToExecutorBackedColumnarBatch,10000000,1000000,1,9,474.044875,5141161624.0,5.0
hardwood,hardwoodToExecutorBackedColumnarBatch,10000000,1000000,1,10,494.292041,5140999144.0,2.0
hardwood,hardwoodToExecutorBackedColumnarBatch,10000000,1000000,2,1,556.346458,5141279104.0,3.0
hardwood,hardwoodToExecutorBackedColumnarBatch,10000000,1000000,2,2,492.455417,5141193464.0,2.0
hardwood,hardwoodToExecutorBackedColumnarBatch,10000000,1000000,2,3,481.6835,5141219960.0,4.0
hardwood,hardwoodToExecutorBackedColumnarBatch,10000000,1000000,2,4,487.756459,5141197488.0,2.0
hardwood,hardwoodToExecutorBackedColumnarBatch,10000000,1000000,2,5,496.028792,5141330528.0,2.0
hardwood,hardwoodToExecutorBackedColumnarBatch,10000000,1000000,2,6,448.480875,5141207040.0,3.0
hardwood,hardwoodToExecutorBackedColumnarBatch,10000000,1000000,2,7,502.850916,5141222544.0,3.0
hardwood,hardwoodToExecutorBackedColumnarBatch,10000000,1000000,2,8,487.638333,5141090480.0,4.0
hardwood,hardwoodToExecutorBackedColumnarBatch,10000000,1000000,2,9,495.942458,5141133040.0,2.0
hardwood,hardwoodToExecutorBackedColumnarBatch,10000000,1000000,2,10,728.566167,5141164432.0,2.0
hardwood,hardwoodToExecutorBackedColumnarBatch,10000000,1000000,3,1,494.673292,5141274784.0,3.0
hardwood,hardwoodToExecutorBackedColumnarBatch,10000000,1000000,3,2,545.848125,5141230016.0,3.0
hardwood,hardwoodToExecutorBackedColumnarBatch,10000000,1000000,3,3,478.103958,5141211096.0,3.0
hardwood,hardwoodToExecutorBackedColumnarBatch,10000000,1000000,3,4,476.155291,5141189576.0,2.0
hardwood,hardwoodToExecutorBackedColumnarBatch,10000000,1000000,3,5,504.583583,5141208272.0,3.0
hardwood,hardwoodToExecutorBackedColumnarBatch,10000000,1000000,3,6,597.21025,5141229464.0,4.0
hardwood,hardwoodToExecutorBackedColumnarBatch,10000000,1000000,3,7,537.84925,5141213760.0,2.0
hardwood,hardwoodToExecutorBackedColumnarBatch,10000000,1000000,3,8,582.954166,5141246408.0,4.0
hardwood,hardwoodToExecutorBackedColumnarBatch,10000000,1000000,3,9,553.94225,5141139464.0,3.0
hardwood,hardwoodToExecutorBackedColumnarBatch,10000000,1000000,3,10,477.452209,5141139000.0,2.0
