run,method,rows,batch,fork,phase,iteration,log,after_cleanup_line,before_next_cleanup_line,non_forced_pause_count,non_forced_pause_ms,events
destination-primary,columnarFixedPoolPipelinedAppender,100000,8192,2,warmup,2,gc/destination-primary-80557-2026-09-16_22-58-27.txt,101,103,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,100000,8192,2,warmup,3,gc/destination-primary-80557-2026-09-16_22-58-27.txt,139,141,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,100000,8192,2,warmup,4,gc/destination-primary-80557-2026-09-16_22-58-27.txt,177,179,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,100000,8192,2,warmup,5,gc/destination-primary-80557-2026-09-16_22-58-27.txt,215,217,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,100000,8192,2,measurement,1,gc/destination-primary-80557-2026-09-16_22-58-27.txt,253,255,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,100000,8192,2,measurement,2,gc/destination-primary-80557-2026-09-16_22-58-27.txt,291,293,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,100000,8192,2,measurement,3,gc/destination-primary-80557-2026-09-16_22-58-27.txt,329,331,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,100000,8192,2,measurement,4,gc/destination-primary-80557-2026-09-16_22-58-27.txt,367,369,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,100000,8192,2,measurement,5,gc/destination-primary-80557-2026-09-16_22-58-27.txt,405,407,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,100000,8192,2,measurement,6,gc/destination-primary-80557-2026-09-16_22-58-27.txt,443,445,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,100000,8192,2,measurement,7,gc/destination-primary-80557-2026-09-16_22-58-27.txt,481,483,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,100000,8192,2,measurement,8,gc/destination-primary-80557-2026-09-16_22-58-27.txt,519,521,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,100000,8192,2,measurement,9,gc/destination-primary-80557-2026-09-16_22-58-27.txt,557,559,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,100000,8192,2,measurement,10,gc/destination-primary-80557-2026-09-16_22-58-27.txt,595,602,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,100000,8192,3,warmup,1,gc/destination-primary-80585-2026-09-16_22-58-36.txt,63,65,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,100000,8192,3,warmup,2,gc/destination-primary-80585-2026-09-16_22-58-36.txt,101,103,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,100000,8192,3,warmup,3,gc/destination-primary-80585-2026-09-16_22-58-36.txt,139,141,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,100000,8192,3,warmup,4,gc/destination-primary-80585-2026-09-16_22-58-36.txt,177,179,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,100000,8192,3,warmup,5,gc/destination-primary-80585-2026-09-16_22-58-36.txt,215,217,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,100000,8192,3,measurement,1,gc/destination-primary-80585-2026-09-16_22-58-36.txt,253,255,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,100000,8192,3,measurement,2,gc/destination-primary-80585-2026-09-16_22-58-36.txt,291,293,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,100000,8192,3,measurement,3,gc/destination-primary-80585-2026-09-16_22-58-36.txt,329,331,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,100000,8192,3,measurement,4,gc/destination-primary-80585-2026-09-16_22-58-36.txt,367,369,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,100000,8192,3,measurement,5,gc/destination-primary-80585-2026-09-16_22-58-36.txt,405,407,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,100000,8192,3,measurement,6,gc/destination-primary-80585-2026-09-16_22-58-36.txt,443,445,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,100000,8192,3,measurement,7,gc/destination-primary-80585-2026-09-16_22-58-36.txt,481,483,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,100000,8192,3,measurement,8,gc/destination-primary-80585-2026-09-16_22-58-36.txt,519,521,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,100000,8192,3,measurement,9,gc/destination-primary-80585-2026-09-16_22-58-36.txt,557,559,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,100000,8192,3,measurement,10,gc/destination-primary-80585-2026-09-16_22-58-36.txt,595,602,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,10000000,8192,1,warmup,1,gc/destination-primary-80640-2026-09-16_22-58-46.txt,63,65,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,10000000,8192,1,warmup,2,gc/destination-primary-80640-2026-09-16_22-58-46.txt,101,103,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,10000000,8192,1,warmup,3,gc/destination-primary-80640-2026-09-16_22-58-46.txt,139,141,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,10000000,8192,1,warmup,4,gc/destination-primary-80640-2026-09-16_22-58-46.txt,177,179,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,10000000,8192,1,warmup,5,gc/destination-primary-80640-2026-09-16_22-58-46.txt,215,217,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,10000000,8192,1,measurement,1,gc/destination-primary-80640-2026-09-16_22-58-46.txt,253,255,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,10000000,8192,1,measurement,2,gc/destination-primary-80640-2026-09-16_22-58-46.txt,291,293,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,10000000,8192,1,measurement,3,gc/destination-primary-80640-2026-09-16_22-58-46.txt,329,331,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,10000000,8192,1,measurement,4,gc/destination-primary-80640-2026-09-16_22-58-46.txt,367,369,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,10000000,8192,1,measurement,5,gc/destination-primary-80640-2026-09-16_22-58-46.txt,405,407,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,10000000,8192,1,measurement,6,gc/destination-primary-80640-2026-09-16_22-58-46.txt,443,445,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,10000000,8192,1,measurement,7,gc/destination-primary-80640-2026-09-16_22-58-46.txt,481,483,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,10000000,8192,1,measurement,8,gc/destination-primary-80640-2026-09-16_22-58-46.txt,519,521,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,10000000,8192,1,measurement,9,gc/destination-primary-80640-2026-09-16_22-58-46.txt,557,559,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,10000000,8192,1,measurement,10,gc/destination-primary-80640-2026-09-16_22-58-46.txt,595,602,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,10000000,8192,2,warmup,1,gc/destination-primary-80687-2026-09-16_22-58-57.txt,63,65,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,10000000,8192,2,warmup,2,gc/destination-primary-80687-2026-09-16_22-58-57.txt,101,103,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,10000000,8192,2,warmup,3,gc/destination-primary-80687-2026-09-16_22-58-57.txt,139,141,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,10000000,8192,2,warmup,4,gc/destination-primary-80687-2026-09-16_22-58-57.txt,177,179,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,10000000,8192,2,warmup,5,gc/destination-primary-80687-2026-09-16_22-58-57.txt,215,217,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,10000000,8192,2,measurement,1,gc/destination-primary-80687-2026-09-16_22-58-57.txt,253,255,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,10000000,8192,2,measurement,2,gc/destination-primary-80687-2026-09-16_22-58-57.txt,291,293,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,10000000,8192,2,measurement,3,gc/destination-primary-80687-2026-09-16_22-58-57.txt,329,331,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,10000000,8192,2,measurement,4,gc/destination-primary-80687-2026-09-16_22-58-57.txt,367,369,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,10000000,8192,2,measurement,5,gc/destination-primary-80687-2026-09-16_22-58-57.txt,405,407,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,10000000,8192,2,measurement,6,gc/destination-primary-80687-2026-09-16_22-58-57.txt,443,445,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,10000000,8192,2,measurement,7,gc/destination-primary-80687-2026-09-16_22-58-57.txt,481,483,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,10000000,8192,2,measurement,8,gc/destination-primary-80687-2026-09-16_22-58-57.txt,519,521,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,10000000,8192,2,measurement,9,gc/destination-primary-80687-2026-09-16_22-58-57.txt,557,559,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,10000000,8192,2,measurement,10,gc/destination-primary-80687-2026-09-16_22-58-57.txt,595,602,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,10000000,8192,3,warmup,1,gc/destination-primary-80717-2026-09-16_22-59-08.txt,63,65,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,10000000,8192,3,warmup,2,gc/destination-primary-80717-2026-09-16_22-59-08.txt,101,103,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,10000000,8192,3,warmup,3,gc/destination-primary-80717-2026-09-16_22-59-08.txt,139,141,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,10000000,8192,3,warmup,4,gc/destination-primary-80717-2026-09-16_22-59-08.txt,177,179,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,10000000,8192,3,warmup,5,gc/destination-primary-80717-2026-09-16_22-59-08.txt,215,217,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,10000000,8192,3,measurement,1,gc/destination-primary-80717-2026-09-16_22-59-08.txt,253,255,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,10000000,8192,3,measurement,2,gc/destination-primary-80717-2026-09-16_22-59-08.txt,291,293,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,10000000,8192,3,measurement,3,gc/destination-primary-80717-2026-09-16_22-59-08.txt,329,331,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,10000000,8192,3,measurement,4,gc/destination-primary-80717-2026-09-16_22-59-08.txt,367,369,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,10000000,8192,3,measurement,5,gc/destination-primary-80717-2026-09-16_22-59-08.txt,405,407,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,10000000,8192,3,measurement,6,gc/destination-primary-80717-2026-09-16_22-59-08.txt,443,445,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,10000000,8192,3,measurement,7,gc/destination-primary-80717-2026-09-16_22-59-08.txt,481,483,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,10000000,8192,3,measurement,8,gc/destination-primary-80717-2026-09-16_22-59-08.txt,519,521,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,10000000,8192,3,measurement,9,gc/destination-primary-80717-2026-09-16_22-59-08.txt,557,559,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,10000000,8192,3,measurement,10,gc/destination-primary-80717-2026-09-16_22-59-08.txt,595,602,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,100000,1000000,1,warmup,1,gc/destination-primary-80747-2026-09-16_22-59-18.txt,63,65,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,100000,1000000,1,warmup,2,gc/destination-primary-80747-2026-09-16_22-59-18.txt,101,103,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,100000,1000000,1,warmup,3,gc/destination-primary-80747-2026-09-16_22-59-18.txt,139,141,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,100000,1000000,1,warmup,4,gc/destination-primary-80747-2026-09-16_22-59-18.txt,177,179,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,100000,1000000,1,warmup,5,gc/destination-primary-80747-2026-09-16_22-59-18.txt,215,217,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,100000,1000000,1,measurement,1,gc/destination-primary-80747-2026-09-16_22-59-18.txt,253,255,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,100000,1000000,1,measurement,2,gc/destination-primary-80747-2026-09-16_22-59-18.txt,291,293,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,100000,1000000,1,measurement,3,gc/destination-primary-80747-2026-09-16_22-59-18.txt,329,331,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,100000,1000000,1,measurement,4,gc/destination-primary-80747-2026-09-16_22-59-18.txt,367,369,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,100000,1000000,1,measurement,5,gc/destination-primary-80747-2026-09-16_22-59-18.txt,405,407,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,100000,1000000,1,measurement,6,gc/destination-primary-80747-2026-09-16_22-59-18.txt,443,445,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,100000,1000000,1,measurement,7,gc/destination-primary-80747-2026-09-16_22-59-18.txt,481,483,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,100000,1000000,1,measurement,8,gc/destination-primary-80747-2026-09-16_22-59-18.txt,519,521,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,100000,1000000,1,measurement,9,gc/destination-primary-80747-2026-09-16_22-59-18.txt,557,559,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,100000,1000000,1,measurement,10,gc/destination-primary-80747-2026-09-16_22-59-18.txt,595,602,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,100000,1000000,2,warmup,1,gc/destination-primary-80772-2026-09-16_22-59-28.txt,63,65,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,100000,1000000,2,warmup,2,gc/destination-primary-80772-2026-09-16_22-59-28.txt,101,103,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,100000,1000000,2,warmup,3,gc/destination-primary-80772-2026-09-16_22-59-28.txt,139,141,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,100000,1000000,2,warmup,4,gc/destination-primary-80772-2026-09-16_22-59-28.txt,177,179,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,100000,1000000,2,warmup,5,gc/destination-primary-80772-2026-09-16_22-59-28.txt,215,217,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,100000,1000000,2,measurement,1,gc/destination-primary-80772-2026-09-16_22-59-28.txt,253,255,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,100000,1000000,2,measurement,2,gc/destination-primary-80772-2026-09-16_22-59-28.txt,291,293,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,100000,1000000,2,measurement,3,gc/destination-primary-80772-2026-09-16_22-59-28.txt,329,331,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,100000,1000000,2,measurement,4,gc/destination-primary-80772-2026-09-16_22-59-28.txt,367,369,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,100000,1000000,2,measurement,5,gc/destination-primary-80772-2026-09-16_22-59-28.txt,405,407,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,100000,1000000,2,measurement,6,gc/destination-primary-80772-2026-09-16_22-59-28.txt,443,445,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,100000,1000000,2,measurement,7,gc/destination-primary-80772-2026-09-16_22-59-28.txt,481,483,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,100000,1000000,2,measurement,8,gc/destination-primary-80772-2026-09-16_22-59-28.txt,519,521,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,100000,1000000,2,measurement,9,gc/destination-primary-80772-2026-09-16_22-59-28.txt,557,559,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,100000,1000000,2,measurement,10,gc/destination-primary-80772-2026-09-16_22-59-28.txt,595,602,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,100000,1000000,3,warmup,1,gc/destination-primary-80800-2026-09-16_22-59-38.txt,63,65,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,100000,1000000,3,warmup,2,gc/destination-primary-80800-2026-09-16_22-59-38.txt,101,103,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,100000,1000000,3,warmup,3,gc/destination-primary-80800-2026-09-16_22-59-38.txt,139,141,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,100000,1000000,3,warmup,4,gc/destination-primary-80800-2026-09-16_22-59-38.txt,177,179,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,100000,1000000,3,warmup,5,gc/destination-primary-80800-2026-09-16_22-59-38.txt,215,217,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,100000,1000000,3,measurement,1,gc/destination-primary-80800-2026-09-16_22-59-38.txt,253,255,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,100000,1000000,3,measurement,2,gc/destination-primary-80800-2026-09-16_22-59-38.txt,291,293,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,100000,1000000,3,measurement,3,gc/destination-primary-80800-2026-09-16_22-59-38.txt,329,331,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,100000,1000000,3,measurement,4,gc/destination-primary-80800-2026-09-16_22-59-38.txt,367,369,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,100000,1000000,3,measurement,5,gc/destination-primary-80800-2026-09-16_22-59-38.txt,405,407,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,100000,1000000,3,measurement,6,gc/destination-primary-80800-2026-09-16_22-59-38.txt,443,445,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,100000,1000000,3,measurement,7,gc/destination-primary-80800-2026-09-16_22-59-38.txt,481,483,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,100000,1000000,3,measurement,8,gc/destination-primary-80800-2026-09-16_22-59-38.txt,519,521,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,100000,1000000,3,measurement,9,gc/destination-primary-80800-2026-09-16_22-59-38.txt,557,559,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,100000,1000000,3,measurement,10,gc/destination-primary-80800-2026-09-16_22-59-38.txt,595,602,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,10000000,1000000,1,warmup,1,gc/destination-primary-80851-2026-09-16_22-59-47.txt,63,65,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,10000000,1000000,1,warmup,2,gc/destination-primary-80851-2026-09-16_22-59-47.txt,101,103,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,10000000,1000000,1,warmup,3,gc/destination-primary-80851-2026-09-16_22-59-47.txt,139,141,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,10000000,1000000,1,warmup,4,gc/destination-primary-80851-2026-09-16_22-59-47.txt,177,179,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,10000000,1000000,1,warmup,5,gc/destination-primary-80851-2026-09-16_22-59-47.txt,215,217,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,10000000,1000000,1,measurement,1,gc/destination-primary-80851-2026-09-16_22-59-47.txt,253,255,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,10000000,1000000,1,measurement,2,gc/destination-primary-80851-2026-09-16_22-59-47.txt,291,293,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,10000000,1000000,1,measurement,3,gc/destination-primary-80851-2026-09-16_22-59-47.txt,329,331,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,10000000,1000000,1,measurement,4,gc/destination-primary-80851-2026-09-16_22-59-47.txt,367,369,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,10000000,1000000,1,measurement,5,gc/destination-primary-80851-2026-09-16_22-59-47.txt,405,407,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,10000000,1000000,1,measurement,6,gc/destination-primary-80851-2026-09-16_22-59-47.txt,443,445,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,10000000,1000000,1,measurement,7,gc/destination-primary-80851-2026-09-16_22-59-47.txt,481,483,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,10000000,1000000,1,measurement,8,gc/destination-primary-80851-2026-09-16_22-59-47.txt,519,521,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,10000000,1000000,1,measurement,9,gc/destination-primary-80851-2026-09-16_22-59-47.txt,557,559,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,10000000,1000000,1,measurement,10,gc/destination-primary-80851-2026-09-16_22-59-47.txt,595,602,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,10000000,1000000,2,warmup,1,gc/destination-primary-80894-2026-09-16_22-59-58.txt,63,65,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,10000000,1000000,2,warmup,2,gc/destination-primary-80894-2026-09-16_22-59-58.txt,101,103,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,10000000,1000000,2,warmup,3,gc/destination-primary-80894-2026-09-16_22-59-58.txt,139,141,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,10000000,1000000,2,warmup,4,gc/destination-primary-80894-2026-09-16_22-59-58.txt,177,179,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,10000000,1000000,2,warmup,5,gc/destination-primary-80894-2026-09-16_22-59-58.txt,215,217,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,10000000,1000000,2,measurement,1,gc/destination-primary-80894-2026-09-16_22-59-58.txt,253,255,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,10000000,1000000,2,measurement,2,gc/destination-primary-80894-2026-09-16_22-59-58.txt,291,293,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,10000000,1000000,2,measurement,3,gc/destination-primary-80894-2026-09-16_22-59-58.txt,329,331,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,10000000,1000000,2,measurement,4,gc/destination-primary-80894-2026-09-16_22-59-58.txt,367,369,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,10000000,1000000,2,measurement,5,gc/destination-primary-80894-2026-09-16_22-59-58.txt,405,407,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,10000000,1000000,2,measurement,6,gc/destination-primary-80894-2026-09-16_22-59-58.txt,443,445,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,10000000,1000000,2,measurement,7,gc/destination-primary-80894-2026-09-16_22-59-58.txt,481,483,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,10000000,1000000,2,measurement,8,gc/destination-primary-80894-2026-09-16_22-59-58.txt,519,521,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,10000000,1000000,2,measurement,9,gc/destination-primary-80894-2026-09-16_22-59-58.txt,557,559,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,10000000,1000000,2,measurement,10,gc/destination-primary-80894-2026-09-16_22-59-58.txt,595,602,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,10000000,1000000,3,warmup,1,gc/destination-primary-80926-2026-09-16_23-00-09.txt,63,65,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,10000000,1000000,3,warmup,2,gc/destination-primary-80926-2026-09-16_23-00-09.txt,101,103,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,10000000,1000000,3,warmup,3,gc/destination-primary-80926-2026-09-16_23-00-09.txt,139,141,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,10000000,1000000,3,warmup,4,gc/destination-primary-80926-2026-09-16_23-00-09.txt,177,179,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,10000000,1000000,3,warmup,5,gc/destination-primary-80926-2026-09-16_23-00-09.txt,215,217,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,10000000,1000000,3,measurement,1,gc/destination-primary-80926-2026-09-16_23-00-09.txt,253,255,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,10000000,1000000,3,measurement,2,gc/destination-primary-80926-2026-09-16_23-00-09.txt,291,293,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,10000000,1000000,3,measurement,3,gc/destination-primary-80926-2026-09-16_23-00-09.txt,329,331,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,10000000,1000000,3,measurement,4,gc/destination-primary-80926-2026-09-16_23-00-09.txt,367,369,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,10000000,1000000,3,measurement,5,gc/destination-primary-80926-2026-09-16_23-00-09.txt,405,407,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,10000000,1000000,3,measurement,6,gc/destination-primary-80926-2026-09-16_23-00-09.txt,443,445,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,10000000,1000000,3,measurement,7,gc/destination-primary-80926-2026-09-16_23-00-09.txt,481,483,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,10000000,1000000,3,measurement,8,gc/destination-primary-80926-2026-09-16_23-00-09.txt,519,521,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,10000000,1000000,3,measurement,9,gc/destination-primary-80926-2026-09-16_23-00-09.txt,557,559,0,0,[]
destination-primary,columnarFixedPoolPipelinedAppender,10000000,1000000,3,measurement,10,gc/destination-primary-80926-2026-09-16_23-00-09.txt,595,602,0,0,[]
destination-primary,columnarSequentialRangedBatches,100000,8192,1,warmup,1,gc/destination-primary-80955-2026-09-16_23-00-19.txt,63,65,0,0,[]
destination-primary,columnarSequentialRangedBatches,100000,8192,1,warmup,2,gc/destination-primary-80955-2026-09-16_23-00-19.txt,101,103,0,0,[]
destination-primary,columnarSequentialRangedBatches,100000,8192,1,warmup,3,gc/destination-primary-80955-2026-09-16_23-00-19.txt,139,141,0,0,[]
destination-primary,columnarSequentialRangedBatches,100000,8192,1,warmup,4,gc/destination-primary-80955-2026-09-16_23-00-19.txt,177,179,0,0,[]
destination-primary,columnarSequentialRangedBatches,100000,8192,1,warmup,5,gc/destination-primary-80955-2026-09-16_23-00-19.txt,215,217,0,0,[]
destination-primary,columnarSequentialRangedBatches,100000,8192,1,measurement,1,gc/destination-primary-80955-2026-09-16_23-00-19.txt,253,255,0,0,[]
destination-primary,columnarSequentialRangedBatches,100000,8192,1,measurement,2,gc/destination-primary-80955-2026-09-16_23-00-19.txt,291,293,0,0,[]
destination-primary,columnarSequentialRangedBatches,100000,8192,1,measurement,3,gc/destination-primary-80955-2026-09-16_23-00-19.txt,329,331,0,0,[]
destination-primary,columnarSequentialRangedBatches,100000,8192,1,measurement,4,gc/destination-primary-80955-2026-09-16_23-00-19.txt,367,369,0,0,[]
destination-primary,columnarSequentialRangedBatches,100000,8192,1,measurement,5,gc/destination-primary-80955-2026-09-16_23-00-19.txt,405,407,0,0,[]
destination-primary,columnarSequentialRangedBatches,100000,8192,1,measurement,6,gc/destination-primary-80955-2026-09-16_23-00-19.txt,443,445,0,0,[]
destination-primary,columnarSequentialRangedBatches,100000,8192,1,measurement,7,gc/destination-primary-80955-2026-09-16_23-00-19.txt,481,483,0,0,[]
destination-primary,columnarSequentialRangedBatches,100000,8192,1,measurement,8,gc/destination-primary-80955-2026-09-16_23-00-19.txt,519,521,0,0,[]
destination-primary,columnarSequentialRangedBatches,100000,8192,1,measurement,9,gc/destination-primary-80955-2026-09-16_23-00-19.txt,557,559,0,0,[]
destination-primary,columnarSequentialRangedBatches,100000,8192,1,measurement,10,gc/destination-primary-80955-2026-09-16_23-00-19.txt,595,602,0,0,[]
